chr	start	end	extra
1	16050000	16349999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	16350000	16399999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	16400000	16499999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	16500000	16543179	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	16543180	16549999	cn={'1': {'A': 1, 'B': 2}, '4': {'A': 1, 'B': 2}}
1	16550000	16849999	cn={'1': {'A': 1, 'B': 2}, '4': {'A': 1, 'B': 2}}
1	16850000	16879228	cn={'1': {'A': 1, 'B': 2}, '4': {'A': 1, 'B': 2}}
1	16879229	16899999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	16900000	16949999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	16950000	16999999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	17000000	17099999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	17100000	17199999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	17200000	17349999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	17350000	17399999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	17400000	17599999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	17600000	17649999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	17650000	17699999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	17700000	17799999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	17800000	17849999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	17850000	18133333	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	18133334	18133688	cn={'1': {'A': 1, 'B': 2}, '4': {'A': 1, 'B': 1}}
1	18133689	18134816	cn={'1': {'A': 1, 'B': 2}, '4': {'A': 1, 'B': 1}}
1	18134817	18134920	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	18134921	18135394	cn={'1': {'A': 1, 'B': 4}, '4': {'A': 1, 'B': 2}}
1	18135395	18249999	cn={'1': {'A': 1, 'B': 3}, '4': {'A': 1, 'B': 1}}
1	18250000	18296195	cn={'1': {'A': 1, 'B': 3}, '4': {'A': 1, 'B': 1}}
1	18296196	18299999	cn={'1': {'A': 1, 'B': 3}, '4': {'A': 1, 'B': 3}}
1	18300000	19049999	cn={'1': {'A': 1, 'B': 3}, '4': {'A': 1, 'B': 3}}
1	19050000	19299999	cn={'1': {'A': 1, 'B': 3}, '4': {'A': 1, 'B': 3}}
1	19300000	19349999	cn={'1': {'A': 1, 'B': 3}, '4': {'A': 1, 'B': 3}}
1	19350000	19449999	cn={'1': {'A': 1, 'B': 3}, '4': {'A': 1, 'B': 3}}
1	19450000	19499999	cn={'1': {'A': 1, 'B': 3}, '4': {'A': 1, 'B': 3}}
1	19500000	19699999	cn={'1': {'A': 1, 'B': 3}, '4': {'A': 1, 'B': 3}}
1	19700000	20454407	cn={'1': {'A': 1, 'B': 3}, '4': {'A': 1, 'B': 3}}
1	20454408	20799999	cn={'1': {'A': 1, 'B': 3}, '4': {'A': 1, 'B': 3}}
1	20800000	21099999	cn={'1': {'A': 1, 'B': 3}, '4': {'A': 1, 'B': 3}}
1	21100000	21749999	cn={'1': {'A': 1, 'B': 3}, '4': {'A': 1, 'B': 3}}
1	21750000	21799999	cn={'1': {'A': 1, 'B': 3}, '4': {'A': 1, 'B': 3}}
1	21800000	21899999	cn={'1': {'A': 1, 'B': 3}, '4': {'A': 1, 'B': 3}}
1	21900000	21949999	cn={'1': {'A': 1, 'B': 3}, '4': {'A': 1, 'B': 3}}
1	21950000	22049999	cn={'1': {'A': 1, 'B': 3}, '4': {'A': 1, 'B': 3}}
1	22050000	22099999	cn={'1': {'A': 1, 'B': 3}, '4': {'A': 1, 'B': 3}}
1	22100000	22149999	cn={'1': {'A': 1, 'B': 3}, '4': {'A': 1, 'B': 3}}
1	22150000	22199999	cn={'1': {'A': 1, 'B': 3}, '4': {'A': 1, 'B': 3}}
1	22200000	22499999	cn={'1': {'A': 1, 'B': 3}, '4': {'A': 1, 'B': 3}}
1	22500000	22549999	cn={'1': {'A': 1, 'B': 3}, '4': {'A': 1, 'B': 3}}
1	22550000	22730108	cn={'1': {'A': 1, 'B': 3}, '4': {'A': 1, 'B': 3}}
1	22730109	22749999	cn={'1': {'A': 1, 'B': 3}, '4': {'A': 1, 'B': 3}}
1	22750000	22799999	cn={'1': {'A': 1, 'B': 3}, '4': {'A': 1, 'B': 3}}
1	22800000	22849999	cn={'1': {'A': 1, 'B': 3}, '4': {'A': 1, 'B': 3}}
1	22850000	23437413	cn={'1': {'A': 1, 'B': 3}, '4': {'A': 1, 'B': 3}}
1	23437414	23775080	cn={'1': {'A': 1, 'B': 2}, '4': {'A': 1, 'B': 2}}
1	23775081	23792448	cn={'1': {'A': 1, 'B': 2}, '4': {'A': 1, 'B': 2}}
1	23792449	23799999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	23800000	24199999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	24200000	24299999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	24300000	25599999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	25600000	25649999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	25650000	25699999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	25700000	25749999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	25750000	25899999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	25900000	25949999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	25950000	25999999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	26000000	26646389	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	26646390	26649999	cn={'1': {'A': 2, 'B': 1}, '4': {'A': 2, 'B': 1}}
1	26650000	27249999	cn={'1': {'A': 2, 'B': 1}, '4': {'A': 2, 'B': 1}}
1	27250000	27272480	cn={'1': {'A': 2, 'B': 1}, '4': {'A': 2, 'B': 1}}
1	27272481	27299999	cn={'1': {'A': 3, 'B': 1}, '4': {'A': 3, 'B': 1}}
1	27300000	27399999	cn={'1': {'A': 3, 'B': 1}, '4': {'A': 3, 'B': 1}}
1	27400000	27429825	cn={'1': {'A': 3, 'B': 1}, '4': {'A': 3, 'B': 1}}
1	27429826	27449999	cn={'1': {'A': 2, 'B': 1}, '4': {'A': 2, 'B': 1}}
1	27450000	28299999	cn={'1': {'A': 2, 'B': 1}, '4': {'A': 2, 'B': 1}}
1	28300000	28323322	cn={'1': {'A': 2, 'B': 1}, '4': {'A': 2, 'B': 1}}
1	28323323	28349999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	28350000	30999999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	31000000	31174999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	31175000	31299999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	31300000	31349999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	31350000	31649999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	31650000	31699999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	31700000	32249999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	32250000	32299999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	32300000	33449999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	33450000	33499999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	33500000	36495075	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	36495076	36499999	cn={'1': {'A': 1, 'B': 2}, '4': {'A': 1, 'B': 2}}
1	36500000	37049999	cn={'1': {'A': 1, 'B': 2}, '4': {'A': 1, 'B': 2}}
1	37050000	37051441	cn={'1': {'A': 1, 'B': 2}, '4': {'A': 1, 'B': 2}}
1	37051442	37649999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	37650000	37699999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	37700000	38499999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	38500000	38549999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	38550000	40199999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	40200000	40249999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	40250000	40649999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	40650000	40699999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	40700000	41849999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	41850000	41858579	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	41858580	41861949	cn={'1': {'A': 2, 'B': 1}, '4': {'A': 2, 'B': 1}}
1	41861950	41862181	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	41862182	46099999	cn={'1': {'A': 2, 'B': 1}, '4': {'A': 2, 'B': 1}}
1	46100000	46119593	cn={'1': {'A': 2, 'B': 1}, '4': {'A': 2, 'B': 1}}
1	46119594	46149999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	46150000	46499999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	46500000	46549999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	46550000	46749999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	46750000	47149999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	47150000	47199999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	47200000	48799999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	48800000	50799999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	50800000	50874999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	50875000	51149999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	51150000	51199999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	51200000	51249999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	51250000	51262066	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	51262067	51540692	cn={'1': {'A': 1, 'B': 2}, '4': {'A': 1, 'B': 2}}
1	51540693	51549999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	51550000	51849999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	51850000	51899999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	51900000	51999999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	52000000	52049999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	52050000	52199999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	52200000	52249999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	52250000	56149999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	56150000	56199999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	56200000	63549999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	63550000	63599999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	63600000	63999999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	64000000	64004346	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	64004347	64738944	cn={'1': {'A': 3, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	64738945	64749999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	64750000	66499907	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	66499908	66500411	cn={'1': {'A': 1, 'B': 2}, '4': {'A': 1, 'B': 2}}
1	66500412	66549999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	66550000	66567802	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	66567803	66599999	cn={'1': {'A': 2, 'B': 1}, '4': {'A': 2, 'B': 1}}
1	66600000	66799999	cn={'1': {'A': 2, 'B': 1}, '4': {'A': 2, 'B': 1}}
1	66800000	66805346	cn={'1': {'A': 2, 'B': 1}, '4': {'A': 2, 'B': 1}}
1	66805347	66849999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	66850000	67599999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	67600000	67649999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	67650000	69299999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	69300000	69399999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	69400000	70449999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	70450000	70499999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	70500000	71549999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	71550000	71599999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	71600000	71824999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	71825000	71899999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	71900000	72049999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	72050000	72099999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	72100000	72649999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	72650000	72699999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	72700000	72774999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	72775000	72849999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	72850000	72949999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	72950000	73074999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	73075000	73299999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	73300000	73349999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	73350000	73549999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	73550000	73599999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	73600000	73949999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	73950000	73999999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	74000000	74099999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	74100000	74149999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	74150000	74608519	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	74608520	74610323	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	74610324	75899999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	75900000	75949999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	75950000	76949999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	76950000	76969630	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	76969631	77099999	cn={'1': {'A': 2, 'B': 1}, '4': {'A': 2, 'B': 1}}
1	77100000	77127027	cn={'1': {'A': 2, 'B': 1}, '4': {'A': 2, 'B': 1}}
1	77127028	77149999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	77150000	78149999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	78150000	78199999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	78200000	78399999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	78400000	78449999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	78450000	78499999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	78500000	78549999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	78550000	78999999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	79000000	79049999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	79050000	79149999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	79150000	79174059	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	79174060	79497198	cn={'1': {'A': 1, 'B': 3}, '4': {'A': 1, 'B': 1}}
1	79497199	79499999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	79500000	80599999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	80600000	80649999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	80650000	80849999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	80850000	80899999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	80900000	81149999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	81150000	81199999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	81200000	81299999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	81300000	81699999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	81700000	82449999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	82450000	82549999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	82550000	82899999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	82900000	82949999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	82950000	83299999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	83300000	83349999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	83350000	83549999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	83550000	83599999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	83600000	84749999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	84750000	84799999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	84800000	85399999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	85400000	85449999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	85450000	85949999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	85950000	85999999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	86000000	86049999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	86050000	86099999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	86100000	86149999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	86150000	87099999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	87100000	87149999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	87150000	87249999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	87250000	87299999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	87300000	87349999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	87350000	87399999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	87400000	87449999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	87450000	87499999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	87500000	87549999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	87550000	87599999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	87600000	88499999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	88500000	88599999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	88600000	88749999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	88750000	88799999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
1	88800000	89649999	cn={'1': {'A': 1, 'B': 1}, '4': {'A': 1, 'B': 1}}
